"","question"
"10422","과정과 결과 중 어떤 것이 먼저인가요?"
"10423","본인에게 100억이 주어진다면 어떻게 운용할 건가요?"
"10424","상사가 부당한 지시를 할 때 어떻게 한 건가요?"
"10425","어떻게 우리 회사를 알게 되었나요?"
"10426","직무와 관련이 없는 타 분야의 자격증이 있는데, 왜 해당 직무로 지원했나요?"
"10427","구매의 3요소를 말해보세요"
"10428","어떻게 서브원을 알게 되었나요?"
"10429","가장 열정적으로 임했던 것은 무엇입니까?"
"10430","성실함 등의 자질 외에 영업에 꼭 필요하다고 생각하는 자질은 무엇인가요?"
"10431","서브원 입사를위해 준비한 내용은 무엇입니까?"
"10432","고객의 클레임 대처방법에 대해 설명해보시오."
"10433","토목공학과 구매 직무를 지원한 이유가 무엇입니까?"
"10434","입사 후 이루고 싶은 것이 있습니까?"
"10435","FM 부동산 영업에서 가장 중요하다고 생각하는 역량은 무엇입니까?"
"10436","공모전에서 수상하신 경험에 대해 말해보시오."
"10437","본인의 직무 관련 역량에 대해 말해보시오."
"10438","서브원 입사를 위해 준비하던 중 가장 기억에 남는 이슈가 무엇입니까?"
"10439","서브원이 다른 회사에 비해 매력적이었던 이유가 있습니까?"
"10440","에너지에 관심이 많은데, 특별히 영업으로 지원한 이유가 있습니까?"
"10441","오늘 면접까지 준비하는 데 얼마나 걸렸나요?"
"10442","입사 후 계획이 있습니까?"
"10443","고객에게 서브원과 계약했을때 발생하는 이점을 설명해보세요"
"10444","본인이 적극적이라고 하셨는데 가장 적극적이었던 경험은 무엇입니까?"
"10445","취업준비를 하면서 느끼는 점을 단어나 문장으로 표현할 수 있습니까?"
"10446","attitude측면에서 영업에 필요한것이 무엇이라고 생각합니까?"
"10447","고객에게 서브원과 계약했을때 발생하는 이점을 말해보시오"
"10448","본인이 적극적이라고 하셨는데 가장 적극적이었던 경험은 무엇입니까?"
"10449","취업준비를 하면서 느끼는 점을 단어나 문장으로 표현할 수 있습니까?"
"10450","attitude측면에서 영업에 필요한것이 무엇이라고 생각합니까?"
"10451","마우스의 가격을 책정해보라"
"10452","정도경영이란 무엇이라고 생각하는가?"
"10453","지금 이 상황을 한자성어로 나타내면?"
"10454","업무를 수행하는데 있어 가장 어려울 것이라 예상되는 것은 어떤 것인가?"
"10455","영업직무를 위해 준비해 온 것이 무엇이 있나? (필수역량을 길러온 경험 등)"
"10456","저를 바이어라고 생각하고 MRO영업을 해보세요"
"10457","왜 학점이 이것밖엔 안 되는가? 학업 외에 어떤 활동을 했습니까?"
"10458","왜 학점이 이것밖엔 안 되는가? 학업 외에 어떤 활동을 했습니까?"
"10459","구매를 한마디로 표현한다면?"
"10460","살면서 가장 어려웠던 경험이 무엇이었나요?"
"10461","어느 기업들을 지원했나요?"
"10462","어느 기업을 지원했는가?"
"10463","자네 가장 어려웠던 경험이 무엇이었습니까?"
"10464","술잘먹습니까? 우리회사에서 파는물건을 말해보시오"
"10465","술 잘먹나요? 우리회사에서 파는물건을 말해보시오"
"10466","대기업의 일감몰아주기에 대해 비판해보시오"
"10467","살면서 가장 어려웠던 순간은 언제입니까?"
"10468","2분 간 자기 소개를 해보세요"
"10469","가장 힘들었던 때가 언제인지?"
"10470","다른 회사 어떤 직무에 지원했는지? 혹시 탈락해서 서브원에 지원한 건지?"
"10471","영업을 해본 경험은?"
"10472","준비해온 자기 소개 말고 서브원을 알게 된 계기와 지원한 이유를 중심으로 자기 소개를 해보라"
"10473","지방에서 근무할 생각은 있는지?"
"10474","5년 뒤에 자신의 모습은 어떠할 것 같나?"
"10475","다른 회사는 어디 지원했는가?"
"10476","마지막 할 말 있는 사람 해봐라"
"10477","서브원을 어떻게 알게 되었는가?"
"10478","지방근무에 대해 어떻게 생각하나?"
"10479","직무를 위해 준비했던 과정에 대해 말해봐라"
"10480","회사에 지원하게 된 동기는?"
"10481","건축 직무에서 기술쪽을 생각하고 지원한 듯한데 다른 직무에서 일할 의향이 있는가?"
"10482","건축공학 전공인데 이 직무에 지원한 이유가 무엇인가?"
"10483","자기 소개를 경험에 관련하여 이야기해보세요"
"10484","지난번에 떨어진 이유가 무엇이라 생각하는가?"
"10485","FM 직무의 미래에 대해 말해보세요"
"10486","대기업에 속한 MRO기업에 대한 비판이 쏟아지는데 어떻게 해야하나요?"
"10487","자기소개를 하세요"
"10488","MRO에 대해 설명하고 기업들에게 어떤 효과를 주는건지 말해보세요"
"10489","마지막으로 하고 싶은 말을 하세요"
"10490","살면서 가장 열정을 가지고 했던 일 중 자랑할 만한 일이 있는가?"
"10491","주량은 어느 정도 인가?"
"10492","지방근무는 가능한가?"
"10493","지원 동기는 무엇인가?"
"10494","지원한 직무를 수행하면서 가장 어려울 것으로 생각하는 점은 무엇인가?"
"10495","취업 준비를 하면서 느낀 점은 무엇인가?"
"10496","MD로서의 자신의 역량을 말해보세요"
"10497","MRO 사업이 언론에서 부정적으로 거론되고 있는데 면장갑과 나사못 같은 싼 제품을 LG라는 대기업이 취급하는 거에 대해 어떻게 생각하는가?"
"10498","경력위주로 자기소개해보라"
"10499","왜 해외영업을 잘할 수 있나요?"
"10500","베트남어 할줄 아시나요?"
"10501","베트남 가면 잘 할 수 있어요?"
"10502","업무 강도가 아시다시피 강한데 어떻게 생각하시나요?"
"10503","인사를 잘 하게 된 계기가 있었나요? (개별)"
"10504","아직 졸업을 안 했는데 이 부분은 어떻게 되는 건가요?"
"10505","왜 한세실업과 SCM을 연관지어서 자기소개를 하였는가"
"10506","본인의 단점과 개선방향에 대한 질문"
"10507","한세실업의 해외법인 중 가장 관심 있는 지역은?"
"10508","왜 한세 실업에 지원하게 되었습니까?"
"10509","야근에 대해서 어떻게 생각하십니까?"
"10510","스트레스를 푸는 방법이 따로 있습니까?"
"10511","본인의 강점은 무엇인가요?"
"10512","왜 한세실업에 지웠했나요?"
"10513","성격의 장단점에 대해 말해보세요"
"10514","전공이 다른데 업무에 어떤식으로 기여할 수 있나요?"
"10515","본인이 살아오면서 가장 어려웠던 일을 말해보세요"
"10516","스트레스 관리 할 수 있나요?"
"10517","야근 할 수 있나요?"
"10518","업무가 힘든데 버틸 수 있나요?"
"10519","해외근무 가능한가요?"
"10520","해외영업에서 구체적으로 무슨일을 하는지 알고 있나요?"
"10521","왜 대기업을 두고 여기 왔는가?"
"10522","입사하고 1년 있다가 MBA가는거 아닌가?"
"10523","학원 강사 시절 학원의 이익을 위해 실력이 안되는 아이에게 특정 수업을 권한 적이 있는가?"
"10524","기본적인 내용만 질문을 하고 목소리가 크면 좋습니다."
"10525","목소리가 클경우 좋은 인상을 주며 이력서의 기본적인 내용을 질문합니다."
"10526","마지막으로 할 말?"
"10527","성격이 어떻다고 생각하나?"
"10528","수출부가 뭐하는 곳인지 아는가?"
"10529","아르바이트 경험은?"
"10530","야근이 많아서 애인이랑 헤어질수도 있는데?"
"10531","자기소개를 해보라"
"10532","주량은?"
"10533","지원 동기는?"
"10534","해외로 나갈 수 있는지?"
"10535","희망 부서가 아닌 다른 부서에 배정 받으면 어떻게 할 건가?"
"10536","1분 자기소개해보세요"
"10537","한세실업에 입사하고 싶은 의지의 말을 해보세요"
"10538","자기소개+ 회사, 직무 지원동기를 한꺼번에 말해보세요."
"10539","성격의 장/단점은?"
"10540","왜 타이어 회사중에서 넥센타이어인가?"
"10541","법학이 과연 영업기획에 도움이 된다고 생각하나"
"10542","전산회계1급은 왜 취득했나"
"10543","공공기관 지방이전에 대한 본인의 생각은 무언가"
"10544","창의적인 일을 한 적이 있는지"
"10545","입사 후 하고 싶은 일"
"10546","학창시절에 협력했던 일을 한 적이 있는지"
"10547","국내영업 직무가 하는 일은 무엇인가?"
"10548","1분 자기소개하시오."
"10549","넥센 타이어 아는 종류 말해보시오."
"10550","넥센타이어에 대해 아는 것이 있으면 설명해보시오."
"10551","넥센타이어의 대리점에 다녀와 봤는가?"
"10552","넥센타이어의 매출액은 얼마인가?"
"10553","넥스트레벨 서비스에 대해서 어떻게 생각하는가?"
"10554","넥스트레벨 인지도가 어떻게 되나?"
"10555","마지막으로 하고 싶은 말을 해보시오."
"10556","막내인데 잘 할 수 있겠는가?"
"10557","영업이 영어로 무엇인가?"
"10558","영업이란 무엇인가?"
"10559","왜 이 직종을 지원했는가?"
"10560","주변 사람들이 넥센타이어를 어떻게 생각하는가?"
"10561","지원자의 장점은 무엇인가?"
"10562","집에 있는 차의 타이어는 어디 회사 제품인가?"
"10563","살면서 가장 힘들었던 경험과 대처 방안에 대해 말해보세요."
"10564","최근 IT 트렌드에 어떤 것이 있다고 생각하나요?"
"10565","IT 관리 직무에서 어떤 일을 하고 싶은가요?"
"10566","주량은 몇 병인가?"
"10567","내성적으로 보이는데, 영업 잘 할 수 있겠나?"
"10568","본인 가치가 몇 점 정도인가?"
"10569","영업이 무엇이라고 생각하는가? 그리고 왜 그렇게 생각하는가?"
"10570","인내심이 있는 성격인가?"
"10571","자신이 영업에 적합한다고 판단하는 이유는 무엇인가?"
"10572","졸업하고 공백기에 뭐했나?"
"10573","주말에 시간을 어떻게 보내나?"
"10574","주변에서 자신을 어떻게 평가하는가?"
"10575","지원자가 소유하고 있는 차가 있나?"
"10576","지원자는 내성적인 사람인가? 외향적인 사람인가?"
"10577","지원자를 뽑아야 되는 이유에 대해 말해보시오."
"10578","타 지역에서 근무가 가능하겠는가?"
"10579","개인에게 타이어란?"
"10580","대학생활에 어려웠던 점과 극복 방안"
"10581","무엇인가에 도전했던 일"
"10582","자기소개"
"10583","성격은 어떤가?"
"10584","우리 회사가 경쟁사보다 약한 것이 무엇인가?"
"10585","회사 제품에 대해 아는 거 있나?"
"10586","(타지원자) 심리학 석사학위를 땄는데, 그게 우리 일과 얼마나 관계가 있나요?"
"10587","(타지원자) 본인이 적극적이었다고 하는데, 지금 말투에서는 그런 부분이 느껴지지 않는데, 어떻게 생각하십니까?"
"10588","(본인) 지금 본인이 다니는 회사가 OOO의 관계사인데, OOO에 대해 알고 있는 바를 자유롭게 말해보세요."
"10589","Json과 xml을 엄마 아빠에게 설명해봐라"
"10590","(코드 리뷰 할 때) 왜 메소드 구조를 그렇게 작성했나요?"
"10591","ABCD의 알파벳 문자열을 압축하는 알고리즘이 뭐가 있을까요?"
"10592","커뮤니케이션 문제를 겪은 적이 있는가?"
"10593","프로젝트 진행 당시 중점을 뒀던 부분은 무엇인가?"
"10594","PT과제의 내용에 대한 본인의 생각을 그렇게 작성한 이유는 무엇인가?"
"10595","어느 직급을 목표로 하며, 목표를 달성하기 위해 어떻게 노력할 것인지 2분 안에 말해보아라"
"10596","페이코 오프라인 영업지원이 무슨 일을 하는 직무인지 말해보아라."
"10597","검색광고란 무엇인지 설명해보세요."
"10598","내가 이 직군에 맞다고 생각하는 이유를 3가지 말해보아라"
"10599","온라인 영업 플랫폼과 오프라인 영업 플랫폼 차이를 말하고 어떻게 다른지 설명해보아라."
"10600","졸업하고 무엇을 했는가?"
"10601","프로그래밍 언어 용어에 대한 설명을 자세하게 해보아라."
"10602","인턴과정 중 서버 개발을 하였는데 어떤 서버를 개발하였는가?"
"10603","2년의 공백기가 있었는데, 어떤 이유로 휴학을 하였는가?"
"10604","전공과목 중에서 가장 좋아하는 과목이 무엇인가?"
"10605","10년뒤에 무엇을 하고 싶나요??"
"10606","건설에 쓰이는 빔의 형태와 그 형태의 이유를 설명해보세요"
